url_length,use_https,domain_length,num_subdomains,path_length,use_ip,count_slash,count_dot,count_ampersand,count_at,count_dash,count_equals,count_question,count_semicolon,count_digits,label
44,0,17,1,20,0,4,3,0,0,0,0,0,0,0,0
33,0,12,1,14,0,4,2,0,0,0,0,0,0,0,0
29,1,15,1,6,0,3,2,0,0,0,0,0,0,5,0
56,1,15,1,15,0,3,3,0,0,0,1,1,0,9,0
90,0,10,0,73,0,6,1,0,0,0,0,0,0,6,0
51,0,21,1,23,0,6,2,0,0,0,0,0,0,2,0
45,1,16,1,21,0,5,2,0,0,0,0,0,0,0,0
39,0,11,0,21,0,5,1,0,0,0,0,0,0,0,0
44,0,16,1,21,0,5,2,0,0,0,0,0,0,0,0
32,0,15,1,10,0,4,2,0,0,0,0,0,0,0,0
46,1,16,1,22,0,4,2,0,0,0,0,0,0,1,0
43,0,19,1,17,0,3,2,0,0,0,0,0,0,1,0
55,0,24,1,24,0,5,2,0,0,0,0,0,0,1,0
42,0,14,1,21,0,5,3,0,0,0,0,0,0,5,0
54,0,30,1,17,0,3,2,0,0,0,0,0,0,1,0
85,0,23,1,55,0,7,2,0,0,0,0,0,0,7,0
82,1,17,1,57,0,5,2,0,0,0,0,0,0,7,0
40,0,26,1,7,0,4,2,0,0,0,0,0,0,1,0
43,0,16,1,20,0,3,3,0,0,0,0,0,0,1,0
58,0,18,1,33,0,5,3,0,0,0,0,0,0,4,0
41,0,25,1,9,0,4,2,0,0,0,0,0,0,0,0
91,1,18,1,65,0,4,3,0,0,0,0,0,0,0,0
56,1,20,1,28,0,4,2,0,0,0,0,0,0,0,0
76,1,15,1,53,0,4,3,0,0,0,0,0,0,0,0
60,0,40,1,13,0,3,3,0,0,0,0,0,0,0,0
32,0,21,0,4,0,3,1,0,0,0,0,0,0,0,0
33,1,16,1,9,0,3,2,0,0,0,0,0,0,0,0
31,0,23,1,1,0,3,2,0,0,0,0,0,0,0,0
36,0,28,1,1,0,3,2,0,0,0,0,0,0,0,0
67,0,26,1,34,0,3,2,0,0,0,0,0,0,2,0
41,1,16,1,17,0,4,2,0,0,0,0,0,0,0,0
38,0,19,1,12,0,3,2,0,0,0,0,0,0,0,0
36,0,17,1,12,0,3,2,0,0,0,0,0,0,0,0
49,0,16,1,26,0,3,3,0,0,0,0,0,0,0,0
44,0,14,1,23,0,5,3,0,0,0,0,0,0,7,0
47,0,15,2,25,0,4,4,0,0,0,0,0,0,0,0
75,1,17,0,50,0,4,1,0,0,0,0,0,0,0,0
39,0,16,1,16,0,3,3,0,0,0,0,0,0,1,0
52,0,24,1,21,0,5,2,0,0,0,0,0,0,2,0
47,0,19,1,21,0,5,2,0,0,0,0,0,0,0,0
48,1,16,1,24,0,4,2,0,0,0,0,0,0,0,0
60,0,16,1,37,0,5,2,0,0,0,0,0,0,0,0
67,0,16,1,44,0,6,2,0,0,0,0,0,0,0,0
65,0,16,1,42,0,6,2,0,0,0,1,0,0,0,0
49,1,16,1,25,0,4,2,0,0,0,0,0,0,0,0
83,1,11,1,64,0,5,3,0,0,0,0,0,0,0,0
51,1,15,0,28,0,4,1,0,0,0,0,0,0,0,0
49,1,16,1,25,0,4,2,0,0,0,0,0,0,0,0
110,0,20,1,83,0,6,3,0,0,0,0,0,0,8,0
88,1,25,0,55,0,5,1,0,0,0,0,0,0,0,0
84,1,16,1,60,0,5,3,0,0,0,0,0,0,3,0
22,1,13,1,1,0,3,2,0,0,0,0,0,0,0,0
91,0,31,1,53,0,7,2,0,0,0,0,0,0,8,0
86,0,25,1,54,0,4,2,0,0,0,0,0,0,0,0
43,1,15,1,6,0,3,2,0,0,0,1,1,0,3,0
41,1,16,1,17,0,4,2,0,0,0,0,0,0,0,0
92,1,25,1,59,0,6,2,0,0,0,0,0,0,9,0
36,0,17,1,12,0,3,2,0,0,0,0,0,0,0,0
103,0,23,1,73,0,6,2,0,0,0,0,0,0,10,0
97,0,20,2,70,0,3,3,0,0,0,0,0,0,0,0
82,0,14,1,61,0,5,3,0,0,0,0,0,0,0,0
89,0,22,1,60,0,7,2,0,0,0,0,0,0,9,0
69,1,17,2,44,0,5,4,0,0,0,0,0,0,0,0
62,0,20,1,35,0,5,3,0,0,0,0,0,0,0,0
89,1,19,1,62,0,7,3,0,0,0,0,0,0,7,0
83,1,18,1,57,0,4,2,0,0,0,0,0,0,2,0
110,0,28,0,75,0,4,1,0,0,0,0,0,0,0,0
56,0,17,1,32,0,3,3,0,0,0,0,0,0,1,0
70,0,13,0,50,0,4,1,0,0,0,0,0,0,1,0
60,0,18,1,35,0,3,3,0,0,0,0,0,0,1,0
71,1,10,0,53,0,5,1,0,0,0,0,0,0,4,0
32,1,14,0,10,0,4,1,0,0,0,0,0,0,1,0
36,1,18,1,10,0,4,2,0,0,0,0,0,0,1,0
49,0,26,0,16,0,4,1,0,0,0,0,0,0,1,0
47,1,13,0,26,0,5,1,0,0,0,0,0,0,0,0
54,0,13,1,34,0,4,3,0,0,0,0,0,0,3,0
40,1,19,1,13,0,3,2,0,0,0,0,0,0,6,0
39,0,22,1,10,0,3,2,0,0,0,0,0,0,0,0
95,1,17,1,70,0,5,2,0,0,0,0,0,0,4,0
63,0,17,1,39,0,5,3,0,0,0,0,0,0,6,0
76,0,14,0,55,0,4,1,0,0,0,0,0,0,18,0
72,0,14,0,51,0,3,1,0,0,0,0,0,0,15,0
111,1,18,1,85,0,5,2,0,0,0,0,0,0,25,0
62,0,23,1,32,0,3,3,0,0,0,0,0,0,0,0
51,0,11,0,33,0,4,2,0,0,0,0,0,0,1,0
66,1,15,1,19,0,5,5,0,0,0,1,1,0,0,0
102,0,15,1,80,0,7,2,0,0,0,0,0,0,4,0
62,0,15,1,40,0,3,3,0,0,0,0,0,0,8,0
72,0,23,1,42,0,3,3,0,0,0,0,0,0,5,0
46,0,15,1,24,0,3,2,0,0,0,0,0,0,0,0
56,0,20,1,29,0,5,3,0,0,0,0,0,0,0,0
66,0,26,1,33,0,4,3,0,0,0,0,0,0,0,0
85,0,23,1,55,0,3,3,0,0,0,0,0,0,5,0
64,0,17,0,40,0,5,2,0,0,0,0,0,0,0,0
81,0,12,1,62,0,9,4,0,0,0,0,0,0,7,0
111,0,19,1,85,0,5,2,0,0,0,0,0,0,0,0
55,0,21,1,27,0,6,2,0,0,0,0,0,0,2,0
80,0,28,1,45,0,5,3,0,0,0,0,0,0,0,0
63,0,33,1,23,0,3,3,0,0,0,0,0,0,0,0
72,0,12,1,53,0,8,3,0,0,0,0,0,0,6,0
59,1,16,1,35,0,4,2,0,0,0,0,0,0,0,0
65,0,28,1,30,0,4,2,0,0,0,0,0,0,0,0
22,0,14,0,1,0,3,1,0,0,0,0,0,0,0,0
38,0,19,1,12,0,4,3,0,0,0,0,0,0,0,0
93,0,20,1,66,0,7,2,0,0,0,0,0,0,1,0
46,0,11,1,28,0,6,3,0,0,0,0,0,0,0,0
50,0,30,1,13,0,5,2,0,0,0,0,0,0,0,0
98,0,20,1,71,0,6,3,0,0,0,0,0,0,8,0
35,1,11,1,16,0,4,2,0,0,0,0,0,0,0,0
30,1,14,1,8,0,4,2,0,0,0,0,0,0,0,0
57,0,25,1,10,0,3,3,0,0,0,1,1,0,0,0
79,0,21,2,51,0,5,4,0,0,0,0,0,0,2,0
46,1,13,1,25,0,5,2,0,0,0,0,0,0,2,0
36,0,28,1,1,0,3,2,0,0,0,0,0,0,0,0
50,1,15,1,27,0,5,3,0,0,0,0,0,0,4,0
75,0,12,1,56,0,6,2,0,0,0,0,0,0,0,0
65,0,15,1,43,0,8,3,0,0,0,0,0,0,7,0
23,1,14,1,1,0,3,2,0,0,0,0,0,0,0,0
37,0,16,0,14,0,4,1,0,0,0,0,0,0,1,0
59,0,9,1,43,0,5,2,0,0,0,0,0,0,0,0
52,0,25,1,20,0,3,3,0,0,0,0,0,0,0,0
35,0,14,1,14,0,3,3,0,0,0,0,0,0,0,0
32,0,24,0,1,0,3,1,0,0,0,0,0,0,0,0
57,0,35,1,15,0,5,2,0,0,0,0,0,0,0,0
94,0,17,1,70,0,8,2,0,0,0,0,0,0,0,0
130,0,34,1,89,0,4,3,0,0,0,0,0,0,0,0
47,0,15,1,25,0,3,2,0,0,0,0,0,0,0,0
37,0,14,0,16,0,4,1,0,0,0,0,0,0,0,0
57,1,32,1,17,0,3,2,0,0,0,0,0,0,0,0
67,0,15,1,45,0,4,2,0,0,0,0,0,0,0,0
79,0,23,1,49,0,4,3,0,0,0,0,0,0,0,0
49,0,20,1,22,0,4,2,0,0,0,0,0,0,0,0
62,1,15,0,39,0,7,1,0,0,0,0,0,0,6,0
58,1,16,1,34,0,4,2,0,0,0,0,0,0,0,0
61,0,27,1,27,0,3,3,0,0,0,0,0,0,0,0
103,1,34,1,61,0,6,2,0,0,0,0,0,0,9,0
88,0,19,1,62,0,4,2,0,0,0,0,0,0,4,0
73,1,18,1,47,0,5,2,0,0,0,0,0,0,0,0
99,1,16,1,75,0,10,2,0,0,0,0,0,0,16,0
62,0,30,1,25,0,3,3,0,0,0,0,0,0,0,0
38,1,13,1,17,0,3,2,0,0,0,0,0,0,0,0
40,0,13,0,20,0,5,2,0,0,0,0,0,0,0,0
35,0,27,1,1,0,3,2,0,0,0,0,0,0,0,0
52,1,16,1,28,0,4,2,0,0,0,0,0,0,0,0
48,0,15,1,26,0,4,2,0,0,0,0,0,0,0,0
43,0,14,1,22,0,4,2,0,0,0,0,0,0,0,0
49,1,14,1,27,0,5,2,0,0,0,0,0,0,0,0
40,1,10,0,22,0,4,1,0,0,0,0,0,0,2,0
80,1,14,1,58,0,7,2,0,0,0,0,0,0,8,0
77,0,13,1,57,0,7,2,0,0,0,0,0,0,8,0
28,1,19,1,1,0,3,2,0,0,0,0,0,0,0,0
50,1,18,1,24,0,3,3,0,0,0,0,0,0,3,0
46,1,18,1,20,0,4,2,0,0,0,0,0,0,0,0
44,1,15,1,21,0,6,2,0,0,0,0,0,0,0,0
61,0,26,1,28,0,6,3,0,0,0,0,0,0,0,0
28,1,19,1,1,0,3,2,0,0,0,0,0,0,0,0
42,1,16,1,18,0,4,2,0,0,0,0,0,0,0,0
31,0,16,0,8,0,4,1,0,0,0,0,0,0,0,0
44,0,15,1,22,0,4,3,0,0,0,0,0,0,0,0
39,1,18,1,13,0,4,2,0,0,0,0,0,0,0,0
55,1,23,1,24,0,4,2,0,0,0,0,0,0,0,0
45,0,25,1,13,0,3,2,0,0,0,0,0,0,0,0
56,1,16,1,32,0,4,2,0,0,0,0,0,0,0,0
48,1,16,1,24,0,4,2,0,0,0,0,0,0,0,0
45,0,18,1,20,0,4,2,0,0,0,0,0,0,0,0
44,0,17,1,20,0,4,2,0,0,0,0,0,0,0,0
50,1,18,1,24,0,4,2,0,0,0,0,0,0,0,0
42,0,22,1,13,0,3,2,0,0,0,0,0,0,0,0
43,1,17,1,18,0,4,2,0,0,0,0,0,0,0,0
66,0,15,1,44,0,6,2,0,0,0,0,0,0,0,0
38,0,18,1,13,0,4,2,0,0,0,0,0,0,0,0
48,1,23,1,17,0,4,2,0,0,0,0,0,0,0,0
35,0,22,1,6,0,3,2,0,0,0,0,0,0,0,0
38,0,25,1,6,0,3,2,0,0,0,0,0,0,0,0
43,0,19,1,17,0,4,2,0,0,0,0,0,0,0,0
58,1,21,1,29,0,3,3,0,0,0,0,0,0,0,0
45,0,31,1,7,0,4,2,0,0,0,0,0,0,0,0
40,1,21,1,11,0,3,3,0,0,0,0,0,0,0,0
74,0,21,1,46,0,4,2,0,0,0,0,0,0,0,0
44,0,24,1,13,0,5,2,0,0,0,0,0,0,0,0
63,0,18,2,38,0,4,4,0,0,0,0,0,0,0,0
68,1,30,0,30,0,4,1,0,0,0,0,0,0,0,0
81,0,22,1,52,0,7,3,0,0,0,0,0,0,6,0
48,1,16,1,24,0,4,2,0,0,0,0,0,0,0,0
54,0,21,1,26,0,4,3,0,0,0,0,0,0,0,0
73,1,13,1,52,0,3,2,0,0,0,0,0,0,0,0
62,0,20,0,35,0,5,2,0,0,0,0,0,0,7,0
52,1,20,1,24,0,4,2,0,0,0,0,0,0,0,0
61,1,19,1,34,0,5,2,0,0,0,0,0,0,2,0
38,0,12,0,19,0,4,2,0,0,0,0,0,0,0,0
25,0,17,1,1,0,3,2,0,0,0,0,0,0,1,0
92,0,17,1,68,0,5,3,0,0,0,0,0,0,5,0
54,0,21,1,26,0,5,2,0,0,0,0,0,0,0,0
52,1,23,1,21,0,5,2,0,0,0,0,0,0,0,0
68,0,18,1,43,0,4,3,0,0,0,0,0,0,0,0
53,1,16,1,29,0,3,2,0,0,0,0,0,0,6,0
104,1,10,0,86,0,9,1,0,0,0,0,0,0,0,0
110,1,21,1,81,0,7,2,0,0,0,0,0,0,8,0
56,0,17,1,32,0,5,3,0,0,0,0,0,0,0,0
35,0,17,1,11,0,3,3,0,0,0,0,0,0,0,0
33,0,12,1,6,0,3,2,0,0,0,0,1,0,7,0
36,0,12,1,17,0,5,2,0,0,0,0,0,0,7,0
44,0,12,1,25,0,5,2,0,0,0,0,0,0,7,0
39,0,12,0,20,0,3,2,0,0,0,0,0,0,0,0
52,0,15,0,30,0,4,2,0,0,0,0,0,0,4,0
24,0,16,1,1,0,3,2,0,0,0,0,0,0,0,0
59,0,24,1,28,0,4,3,0,0,0,0,0,0,4,0
39,0,12,0,20,0,3,1,0,0,0,0,0,0,4,0
42,0,19,1,16,0,3,3,0,0,0,0,0,0,4,0
75,0,18,1,50,0,5,3,0,0,0,0,0,0,8,0
30,0,22,1,1,0,3,2,0,0,0,0,0,0,0,0
45,1,16,1,21,0,4,2,0,0,0,0,0,0,0,0
48,1,15,1,25,0,4,2,0,0,0,0,0,0,0,0
51,0,24,1,20,0,3,3,0,0,0,0,0,0,0,0
55,0,21,1,27,0,4,2,0,0,0,0,0,0,0,0
47,1,18,2,21,0,4,3,0,0,0,0,0,0,0,0
34,1,11,0,15,0,3,1,0,0,0,0,0,0,0,0
40,1,16,1,16,0,4,2,0,0,0,0,0,0,0,0
41,0,14,0,20,0,4,1,0,0,0,0,0,0,0,0
42,0,14,1,21,0,5,3,0,0,0,0,0,0,5,0
77,1,14,1,55,0,5,2,0,0,0,0,0,0,10,0
73,0,15,1,51,0,5,2,0,0,0,0,0,0,0,0
101,0,15,1,79,0,6,2,0,0,0,0,0,0,0,0
79,1,17,1,54,0,5,3,0,0,0,0,0,0,4,0
43,1,15,1,6,0,3,2,0,0,0,1,1,0,5,0
69,0,22,0,40,0,4,1,0,0,0,0,0,0,0,0
95,1,27,1,60,0,4,3,0,0,0,0,0,0,0,0
77,0,24,1,46,0,4,2,0,0,0,0,0,0,2,0
58,1,25,1,25,0,4,2,0,0,0,0,0,0,0,0
77,1,20,1,49,0,4,2,0,0,0,0,0,0,0,0
51,0,10,1,34,0,5,3,0,0,0,0,0,0,4,0
41,1,16,1,17,0,4,2,0,0,0,0,0,0,0,0
46,0,12,1,27,0,6,2,0,0,0,0,0,0,4,0
26,0,18,1,1,0,3,2,0,0,0,0,0,0,0,0
47,0,17,1,23,0,3,3,0,0,0,0,0,0,1,0
37,1,15,1,14,0,4,2,0,0,0,0,0,0,0,0
47,0,14,0,26,0,3,2,0,0,0,0,0,0,2,0
82,0,18,1,57,0,4,3,0,0,0,0,0,0,1,0
51,0,20,1,24,0,3,3,0,0,0,0,0,0,1,0
56,1,15,1,33,0,5,3,0,0,0,0,0,0,1,0
28,0,20,1,1,0,3,2,0,0,0,0,0,0,0,0
39,0,20,1,12,0,3,2,0,0,0,0,0,0,0,0
42,0,20,1,15,0,3,2,0,0,0,0,0,0,0,0
35,0,20,1,8,0,3,2,0,0,0,0,0,0,0,0
34,0,20,1,7,0,3,2,0,0,0,0,0,0,0,0
32,0,20,1,5,0,3,2,0,0,0,0,0,0,0,0
43,1,16,1,19,0,4,2,0,0,0,0,0,0,0,0
70,0,22,1,41,0,6,2,0,0,0,0,0,0,3,0
52,1,16,1,28,0,4,2,0,0,0,0,0,0,0,0
49,0,19,1,23,0,4,3,0,0,0,0,0,0,0,0
79,1,21,1,50,0,6,2,0,0,0,0,0,0,7,0
67,1,17,1,42,0,5,2,0,0,0,0,0,0,0,0
40,1,17,1,15,0,5,2,0,0,0,0,0,0,0,0
71,1,17,1,46,0,5,2,0,0,0,0,0,0,0,0
58,1,21,1,29,0,5,3,0,0,0,0,0,0,2,0
69,1,14,1,47,0,5,2,0,0,0,0,0,0,5,0
94,0,18,1,69,0,4,2,0,0,0,0,0,0,2,0
76,1,14,1,54,0,7,2,0,0,0,0,0,0,10,0
48,0,12,0,20,0,4,2,0,0,0,1,1,0,6,0
64,1,14,1,21,0,4,3,0,0,0,1,1,0,13,0
53,0,18,1,28,0,4,2,0,0,0,0,0,0,0,0
94,0,17,1,70,0,5,2,0,0,0,0,0,0,6,0
93,0,17,1,69,0,5,2,0,0,0,0,0,0,5,0
79,0,20,0,52,0,4,2,0,0,0,0,0,0,0,0
78,0,15,1,56,0,7,3,0,0,0,0,0,0,12,0
107,0,13,2,87,0,7,4,0,0,0,0,0,0,17,0
67,0,15,1,45,0,6,3,0,0,0,0,0,0,7,0
61,0,18,1,36,0,4,3,0,0,0,0,0,0,0,0
68,0,15,1,46,0,5,3,0,0,0,0,0,0,0,0
59,1,20,1,31,0,4,2,0,0,0,0,0,0,0,0
100,0,34,1,59,0,4,2,0,0,0,0,0,0,0,0
90,0,21,2,62,0,7,4,0,0,0,0,0,0,11,0
61,0,18,1,36,0,4,2,0,0,0,0,0,0,0,0
102,0,13,1,82,0,9,3,0,0,0,0,0,0,0,0
50,0,19,2,24,0,5,4,0,0,0,0,0,0,3,0
90,1,17,2,65,0,11,4,0,0,0,0,0,0,3,0
67,1,18,1,41,0,4,2,0,0,0,0,0,0,0,0
57,0,16,2,34,0,6,4,0,0,0,0,0,0,5,0
59,0,20,3,32,0,5,5,0,0,0,0,0,0,10,0
41,0,17,1,17,0,5,3,0,0,0,0,0,0,0,0
57,1,16,1,33,0,4,2,0,0,0,0,0,0,0,0
78,1,20,1,50,0,4,2,0,0,0,0,0,0,1,0
42,0,14,1,21,0,5,3,0,0,0,0,0,0,5,0
86,0,28,1,51,0,5,3,0,0,0,0,0,0,6,0
115,1,18,1,89,0,4,2,0,0,0,0,0,0,1,0
61,0,21,1,33,0,4,2,0,0,0,0,0,0,0,0
110,0,12,1,91,0,7,3,0,0,0,0,0,0,6,0
45,0,12,1,26,0,5,3,0,0,0,0,0,0,8,0
65,1,25,2,32,0,3,3,0,0,0,0,0,0,0,0
53,0,21,1,25,0,3,3,0,0,0,0,0,0,0,0
21,0,13,0,1,0,3,1,0,0,0,0,0,0,0,0
38,0,16,1,15,0,3,3,0,0,0,0,0,0,3,0
25,0,17,1,1,0,3,2,0,0,0,0,0,0,0,0
43,1,20,1,15,0,3,3,0,0,0,0,0,0,0,0
21,0,13,1,1,0,3,2,0,0,0,0,0,0,0,0
46,1,19,2,19,0,5,3,0,0,0,0,0,0,5,0
24,0,16,1,1,0,3,2,0,0,0,0,0,0,0,0
29,1,16,1,5,0,3,2,0,0,0,0,0,0,0,0
38,0,22,1,9,0,3,3,0,0,0,0,0,0,0,0
30,0,13,0,10,0,4,1,0,0,0,0,0,0,1,0
45,1,16,1,21,0,4,2,0,0,0,0,0,0,0,0
93,1,25,2,60,0,6,4,0,0,0,0,0,0,8,0
43,0,14,1,22,0,5,3,0,0,0,0,0,0,6,0
43,0,26,1,10,0,4,2,0,0,0,0,0,0,0,0
45,1,18,2,19,0,4,3,0,0,0,0,0,0,0,0
44,0,20,1,17,0,5,2,0,0,0,0,0,0,2,0
40,0,19,1,14,0,3,2,0,0,0,0,0,0,0,0
51,0,23,1,21,0,3,3,0,0,0,0,0,0,0,0
59,0,16,1,36,0,7,3,0,0,0,0,0,0,11,0
41,0,13,1,21,0,4,2,0,0,0,0,0,0,0,0
46,0,25,2,14,0,4,3,0,0,0,0,0,0,0,0
99,0,25,1,67,0,6,2,0,0,0,0,0,0,7,0
75,0,21,2,47,0,7,3,0,0,0,0,0,0,9,0
76,0,21,2,48,0,7,3,0,0,0,0,0,0,10,0
51,1,19,0,24,0,5,1,0,0,0,0,0,0,7,0
76,1,12,1,56,0,6,2,0,0,0,0,0,0,6,0
70,1,20,0,42,0,5,1,0,0,0,0,0,0,22,0
71,0,20,2,44,0,5,3,0,0,0,0,0,0,4,0
98,1,14,1,76,0,5,2,0,0,0,0,0,0,8,0
66,0,35,2,24,0,4,4,0,0,0,0,0,0,5,0
102,1,16,1,78,0,5,2,0,0,0,0,0,0,6,0
133,1,18,1,107,0,7,3,0,0,0,0,0,0,0,0
64,0,16,1,41,0,5,2,0,0,0,0,0,0,0,0
69,1,22,1,39,0,3,2,0,0,0,0,0,0,0,0
99,1,17,1,74,0,6,2,0,0,0,0,0,0,0,0
63,1,19,2,36,0,4,3,0,0,0,0,0,0,0,0
76,0,24,1,45,0,4,3,0,0,0,0,0,0,0,0
84,1,27,1,49,0,4,2,0,0,0,0,0,0,0,0
74,1,16,2,50,0,5,3,0,0,0,0,0,0,0,0
83,0,19,1,57,0,5,2,0,0,0,0,0,0,0,0
28,0,20,0,1,0,3,1,0,0,0,0,0,0,0,0
37,0,20,0,10,0,3,1,0,0,0,0,0,0,0,0
41,1,16,1,17,0,3,2,0,0,0,0,0,0,0,0
35,1,11,0,16,0,3,1,0,0,0,0,0,0,0,0
50,1,16,1,26,0,4,2,0,0,0,0,0,0,0,0
94,1,14,1,72,0,5,2,0,0,0,0,0,0,6,0
89,0,24,1,58,0,7,3,0,0,0,0,0,0,14,0
101,1,9,0,84,0,7,1,0,0,0,0,0,0,8,0
85,1,17,1,60,0,4,4,0,0,0,0,0,0,10,0
42,1,17,1,17,0,4,2,0,0,0,0,0,0,0,0
38,1,16,1,14,0,4,2,0,0,0,0,0,0,0,0
45,1,16,1,21,0,6,2,0,0,0,0,0,0,1,0
43,1,16,1,19,0,6,2,0,0,0,0,0,0,0,0
33,0,12,1,6,0,3,2,0,0,0,0,1,0,7,0
41,0,25,1,9,0,3,2,0,0,0,0,0,0,0,0
36,0,15,1,14,0,4,2,0,0,0,0,0,0,0,0
34,0,13,1,14,0,4,2,0,0,0,0,0,0,0,0
55,0,23,1,11,0,3,3,0,0,0,1,1,0,0,0
54,0,25,1,22,0,4,3,0,0,0,0,0,0,3,0
28,0,20,1,1,0,3,2,0,0,0,0,0,0,0,0
60,0,24,1,29,0,5,2,0,0,0,0,0,0,2,0
49,0,22,1,20,0,3,2,0,0,0,0,0,0,0,0
52,0,18,1,27,0,4,2,0,0,0,0,0,0,0,0
53,1,16,1,29,0,3,2,0,0,0,0,0,0,6,0
76,0,21,1,48,0,4,3,0,0,0,0,0,0,0,0
75,0,13,1,55,0,5,3,0,0,0,0,0,0,8,0
54,0,18,1,29,0,4,2,0,0,0,0,0,0,0,0
64,0,13,1,44,0,6,2,0,0,0,0,0,0,5,0
54,0,13,1,34,0,8,3,0,0,0,0,0,0,0,0
61,0,15,0,39,0,5,1,0,0,0,0,0,0,0,0
26,1,17,0,1,0,3,1,0,0,0,0,0,0,0,0
55,1,16,1,31,0,4,2,0,0,0,0,0,0,0,0
39,1,16,1,15,0,4,2,0,0,0,0,0,0,0,0
62,1,14,1,40,0,6,2,0,0,0,0,0,0,0,0
71,0,15,1,49,0,6,3,0,0,0,0,0,0,0,0
113,1,19,1,86,0,3,3,0,0,0,0,0,0,10,0
89,1,15,1,66,0,3,4,0,0,0,0,0,0,7,0
61,1,15,1,38,0,5,4,0,0,0,0,0,0,0,0
73,0,28,1,38,0,4,2,0,0,0,0,0,0,0,0
40,1,17,1,15,0,4,2,0,0,0,0,0,0,0,0
75,0,35,1,33,0,4,2,0,0,0,0,0,0,0,0
41,0,17,1,17,0,5,3,0,0,0,0,0,0,0,0
51,1,16,1,27,0,4,2,0,0,0,0,0,0,0,0
68,1,18,1,42,0,5,2,0,0,0,0,0,0,3,0
66,0,20,1,39,0,5,3,0,0,0,0,0,0,0,0
106,0,11,1,88,0,6,3,0,0,0,0,0,0,7,0
66,0,24,1,35,0,5,2,0,0,0,0,0,0,6,0
37,1,13,0,16,0,4,1,0,0,0,0,0,0,0,0
65,0,19,1,39,0,4,2,0,0,0,0,0,0,6,0
62,0,15,1,40,0,5,2,0,0,0,0,0,0,0,0
64,1,18,1,38,0,4,2,0,0,0,0,0,0,0,0
66,1,16,1,42,0,4,2,0,0,0,0,0,0,0,0
70,0,20,1,43,0,4,3,0,0,0,0,0,0,4,0
55,1,20,2,27,0,5,4,0,0,0,0,0,0,0,0
109,1,21,1,80,0,5,3,0,0,0,0,0,0,6,0
71,0,19,1,45,0,4,2,0,0,0,0,0,0,0,0
47,0,18,1,22,0,4,2,0,0,0,0,0,0,0,0
56,0,26,1,23,0,4,2,0,0,0,0,0,0,0,0
43,1,27,1,8,0,4,2,0,0,0,0,0,0,5,0
58,0,19,1,32,0,3,2,0,0,0,0,0,0,0,0
32,0,24,1,1,0,3,2,0,0,0,0,0,0,0,0
46,0,24,1,15,0,4,2,0,0,0,0,0,0,0,0
35,1,11,0,16,0,3,1,0,0,0,0,0,0,0,0
66,0,20,0,39,0,3,2,0,0,0,0,0,0,7,0
43,1,17,1,18,0,4,2,0,0,0,0,0,0,0,0
47,0,17,1,23,0,4,3,0,0,0,0,0,0,0,0
83,0,20,1,56,0,4,3,0,0,0,0,0,0,0,0
35,0,11,0,17,0,3,1,0,0,0,0,0,0,0,0
45,1,15,1,22,0,4,2,0,0,0,0,0,0,0,0
67,0,10,0,50,0,8,2,0,0,0,0,0,0,9,0
54,1,23,1,23,0,4,2,0,0,0,0,0,0,0,0
44,0,18,1,19,0,4,2,0,0,0,0,0,0,0,0
41,0,22,1,12,0,3,2,0,0,0,0,0,0,0,0
47,0,25,1,15,0,3,2,0,0,0,0,0,0,0,0
57,0,19,1,31,0,3,3,0,0,0,0,0,0,5,0
60,0,28,1,11,0,3,3,0,0,0,1,1,0,0,0
49,0,19,1,23,0,4,2,0,0,0,0,0,0,0,0
56,0,26,1,23,0,4,2,0,0,0,0,0,0,0,0
51,1,18,1,25,0,4,2,0,0,0,0,0,0,0,0
84,1,18,1,58,0,4,2,0,0,0,0,0,0,0,0
69,0,11,1,51,0,8,4,0,0,0,0,0,0,9,0
60,0,17,1,36,0,4,3,0,0,0,0,0,0,20,0
71,0,18,0,46,0,5,1,0,0,0,0,0,0,1,0
77,1,13,1,56,0,3,2,0,0,0,0,0,0,0,0
70,0,21,0,42,0,5,1,0,0,0,0,0,0,1,0
60,1,16,1,36,0,4,2,0,0,0,0,0,0,0,0
48,0,21,1,20,0,4,3,0,0,0,0,0,0,0,0
107,1,12,1,87,0,8,3,0,0,0,0,0,0,9,0
71,1,20,2,43,0,5,4,0,0,0,0,0,0,0,0
93,1,25,1,60,0,8,3,0,0,0,0,0,0,15,0
45,1,14,1,23,0,4,2,0,0,0,0,0,0,0,0
61,0,12,1,42,0,8,3,0,0,0,0,0,0,7,0
92,0,20,2,65,0,6,4,0,0,0,0,0,0,8,0
49,1,19,3,22,0,5,5,0,0,0,0,0,0,0,0
40,0,20,3,13,0,4,5,0,0,0,0,0,0,4,0
79,1,10,0,61,0,4,1,0,0,0,0,0,0,0,0
96,1,19,1,69,0,4,2,0,0,0,0,0,0,4,0
99,1,17,1,74,0,9,3,0,0,0,0,0,0,10,0
81,1,8,0,65,0,6,2,0,0,0,0,0,0,0,0
67,1,18,2,41,0,5,4,0,0,0,0,0,0,0,0
56,0,14,1,6,0,4,2,0,0,0,1,1,0,0,0
47,0,18,1,22,0,4,2,0,0,0,0,0,0,0,0
65,0,20,1,38,0,5,3,0,0,0,0,0,0,0,0
58,0,15,1,36,0,5,3,0,0,0,0,0,0,0,0
59,0,27,1,25,0,5,2,0,0,0,0,0,0,7,0
